Title,Genre,Tags,cast,Rating,type
18 Again,"Comedy, Fantasy, Romance","TV Dramas,Romantic TV Dramas,K-dramas","Ha-neul Kim, Lee Do-Hyun, Yoon Sang-Hyun, No Jeong-ee",8.2,Series
Beyblade Burst Rise,"Animation, Action, Fantasy, Sport","Action Anime,Anime Series,Kids&#39; TV,TV Shows Based on Manga","Armen Taylor, Alexandra Yastishock",7.5,Series
Tattoo Fixers on Holiday,Reality-TV,"Reality TV,Makeover Reality TV,British Programmes,Lifestyle","Jay Hutton, Chris Jarman, Alice Perrin, Paisley Billings",6.6,Series
Dresden,"Drama, Romance, War","Romantic Dramas,Dramas,Romantic Movies,TV Dramas,Romantic TV Dramas,German Dramas,German Movies,German TV Shows","Heiner Lauterbach, Felicitas Woll, Benjamin Sadler, John Light",6.6,Series
Ethos,Documentary,"TV Dramas,Turkish TV Shows,Social Issue TV Dramas","Noam Chomsky, Bill Hogan, Justin Lewis, Woody Harrelson",7.5,Series
40 and Single,"Drama, Romance","Drama Programmes,Romantic TV Dramas","Marie Humbert, Leon, Luckei E. Lawson, Miranda Bailey",7.7,Series
The Liberator,"Biography, Drama, History","TV Action & Adventure,TV Dramas,Adult Animation,US TV Shows,TV Shows Based on Books,Animation","Juana Acosta, María Valverde, Erich Wildpret, Edgar Ramírez",6.8,Series
Trial 4,"Documentary, Crime","Social & Cultural Docs,Crime Documentaries,Docuseries,US TV Shows,True Crime Documentaries","Sean Ellis, Rosemary Scapicchio, Mary Jackie Ellis, Edward McNelley",7.4,Series
Aunty Donnas Big Ol House of Fun,Comedy,"TV Comedies,US TV Shows","Mark Samual Bonanno, Zachary Ruane, Broden Kelly",8.8,Series
Trash Truck,"Animation, Family","TV Cartoons,Kids&#39; TV,Animation","Glen Keane, Jackie Loeb, Lucas Neff, Henry Keane",8.4,Series
A Lion in the House,Documentary,"Documentary Films,US Movies","Debbie Ashcraft, Dale Ashcraft, Justin Ashcraft, Adam Ashcraft",8.7,Series
Wrong Kind of Black,"Comedy, Drama","TV Comedies,TV Dramas,Australian TV Shows,Music & Musicals,Social Issue TV Dramas,Music","Lisa Flanagan, Aaron L. McGrath, Tommy Lewis, Clarence Ryan",7.2,Series
Carmel: Who Killed Maria Marta?,"Documentary, Crime, Mystery","Docuseries,Argentinian TV Shows,True Crime Documentaries,Crime Documentaries","Pablo Duggan, Horacio García Belsunce, Carlos Carrascosa, Rolando Barbano",7.1,Series
Paranormal,"Horror, Mystery","TV Mysteries,TV Horror,Fantasy TV Shows,Middle Eastern TV Shows,TV Shows Based on Books,Drama Programmes,Egyptian TV Shows","Mark Fredrichs, Katie Featherston, Amber Armstrong, Micah Sloat",6.3,Series
Ten Years Late,Fantasy,"TV Dramas,Romantic TV Dramas,Mainland Chinese TV Shows","Herman Lau, Gulnaaz Khan, Cecilia Boey, Shawn Dou",6.6,Series
Love & Anarchy,"Drama, Romance","TV Comedies,TV Dramas,Romantic TV Comedies,Romantic TV Dramas,Swedish TV Shows,Scandinavian TV Shows,Nordic TV Shows","Karl Glusman, Aomi Muyock, Klara Kristin, Ugo Fox",6.1,Series
The Unicorn,"Comedy, Drama, Family, Romance","Sitcoms,Sitcoms,TV Comedies,TV Comedies,TV Dramas,TV Dramas,Family Watch Together TV,Family Watch Together TV","Rob Corddry, Omar Benson Miller, Walton Goggins, Maya Lynne Robinson",7.2,Series
The Parkers,Comedy,"Sitcoms,Sitcoms,TV Comedies,TV Comedies,Family Watch Together TV,Family Watch Together TV","Dorien Wilson, Countess Vaughn, Jenna von Oÿ, Mo'Nique",6.8,Series
One on One,Comedy,"Sitcoms,Sitcoms,TV Comedies,TV Comedies,Teen TV Shows,Teen TV Shows,Family Watch Together TV,Family Watch Together TV","Kyla Pratt, Kelly Perine, Robert Ri'chard, Flex Alexander",7.2,Series
Man with a Plan,Comedy,"Sitcoms,Sitcoms,TV Comedies,TV Comedies","Matt Cook, Grace Kaufman, Matt LeBlanc, Liza Snyder",7.0,Series
Leah Remini: Scientology and the Aftermath,Documentary,"Docuseries,Docuseries","Mike Rinder, Leah Remini",9.1,Series
Half & Half,"Comedy, Romance","Sitcoms,Sitcoms,TV Comedies,TV Comedies","Charlie Sheen, Conchata Ferrell, Jon Cryer, Angus T. Jones",7.0,Series
Girlfriends,Comedy,"Sitcoms,Sitcoms,TV Comedies,TV Comedies,US TV Programmes","Reginald C. Hayes, Tracee Ellis Ross, Golden Brooks, Persia White",7.2,Series
Forged in Fire,"Game-Show, Reality-TV","Reality TV,Reality TV,Competition Reality TV,Competition Reality TV","David Lain Baker, Wil Willis, Doug Marcaida, J. Neilson",8.4,Series
Evil,Drama,"TV Dramas,TV Dramas","Gustaf Skarsgård, Linda Zilliacus, Henrik Lundström, Andreas Wilson",7.8,Series
Chappelles Show,Comedy,"TV Comedies,TV Comedies",Dave Chappelle,8.5,Series
Mias Magic Playground,"Short, Drama","TV Cartoons,Kids&#39; TV,British TV Shows","Aya Wolf, Oriol Colomar",7.0,Series
Supa Strikas,"Animation, Family, Sport","TV Cartoons,Kids&#39; TV,TV Shows Based on Comics,South African TV Shows","Corny Rempel, Nolan Balzer, Kevin Aichele",7.1,Series
Oh My Baby,"Drama, Romance","TV Comedies,Romantic TV Comedies,Korean TV Shows","Joon Go, Geon-joo Jung, Byeong-eun Park, Jang Na-ra",7.3,Series
Deadly Class,"Action, Adventure, Comedy, Crime, Drama, Thriller","TV Comedies,TV Action & Adventure,US TV Shows,TV Thrillers","Lana Condor, María Gabriela de Faría, Benjamin Wadsworth, Benedict Wong",7.6,Series
Swedish Dicks,"Comedy, Crime","Comedy Programmes,US TV Programmes","Felisha Cooper, Peter Stormare, Vivian Bang, Johan Glans",6.7,Series
Blood of Zeus,"Animation, Action, Fantasy","Action Anime,Anime Series,US TV Shows,Sci-Fi & Fantasy Anime,Fantasy Anime","Claudia Christian, Derek Phillips, Jason O'Mara, Jessica Henwick",7.6,Series
The Queens Gambit,"Biography, Drama, History","TV Dramas,US TV Shows,TV Shows Based on Books,Social Issue TV Dramas","James Cromwell, Roger Allam, Helen Mirren, Alex Jennings",7.3,Series
Move,Comedy,"Social & Cultural Docs,Docuseries,French TV Shows,French Documentaries,Dance Non-fiction,Theater Arts","Robert Gwisdek, Alice Dwyer, Jacob Matschenz, Anna Brüggemann",6.7,Series
VIP,"Drama, Mystery, Romance","TV Dramas,Korean TV Shows","Sang-yoon Lee, Chung-Ah Lee, Sun-Young Kwak, Na-ra Jang",7.7,Series
Doctor John,"Drama, Mystery, Romance","TV Dramas,Korean TV Shows,TV Shows Based on Books","Seong Ji, Se-yeong Lee, Hwang Hee, Min-a Jeong",8.2,Series
Someday or One Day,"Drama, Romance, Sci-Fi","TV Mysteries,TV Dramas,Romantic TV Dramas,Romantic Favorites,Taiwanese TV Shows,Fantasy TV Shows","Han Chang, Po-Yu Shih, Chia-Yen Ko, Greg Han Hsu",8.6,Series
Grand Army,Drama,"Drama Programmes,Teen Programmes,LGBTQ TV Programmes,US TV Shows,Teen TV Dramas","Odessa Azion, Amir Bageria, Maliq Johnson, Odley Jean",7.5,Series
When My Love Blooms,"Drama, Romance","TV Dramas,Romantic TV Dramas,Korean TV Shows","Yoo Ji-Tae, So-nee Jeon, Lee Bo-young, Jin-young Park",7.7,Series
3 Non-Blondes,Comedy,"Comedy Programmes,British Programmes","Tameka Empson, Jocelyn Jee Esien, Ninia Benjamin",7.1,Series
Bureau of Magical Things,"Fantasy, Mystery","TV Mysteries,Australian TV Shows,Fantasy TV Shows,Family Watch Together TV,Kids&#39; TV","Kimie Tsukakoshi, Julian Cullen, Mia Milnes, Elizabeth Cullen",6.7,Series
The Cabin with Bert Kreischer,"Comedy, Reality-TV","Reality TV,Comedy Programmes,Lifestyle,US TV Shows,International Reality, Talk & Variety Shows,Variety Entertainment,Reality, Variety & Talk Shows",Bert Kreischer,7.1,Series
The Haunting of Bly Manor,"Drama, Horror, Mystery, Thriller","Mystery Programmes,Drama Programmes,LGBTQ TV Programmes,Horror Programmes,TV Programmes Based on Books,US TV Shows","Victoria Pedretti, Amelia Eve, T'Nia Miller, Oliver Jackson-Cohen",7.4,Series
Monaco Franze,"Comedy, Crime, Drama","TV Comedies,German TV Shows","Christine Kaufmann, Ruth-Maria Kubitschek, Erni Singerl, Helmut Fischer",8.2,Series
Private Lives,"Comedy, Drama, Romance","Drama Programmes,Crime TV Dramas,Korean Programmes,TV Thrillers,TV Thrillers,K-dramas","Una Merkel, Robert Montgomery, Norma Shearer, Reginald Denny",6.8,Series
Do Do Sol Sol La La Sol,"Comedy, Music, Romance","Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas,Music & Musicals,Korean Programmes,K-dramas","Jae-Wook Lee, Eun-soo Shin, Kim Joo-Heon, Ara Go",7.4,Series
To the Lake,"Drama, Sci-Fi, Thriller","TV Dramas,TV Thrillers,Russian TV Shows,TV Shows Based on Books,Sci-Fi TV,TV Mysteries","Viktoriya Isakova, Maryana Spivak, Aleksandr Robak, Kirill Käro",7.3,Series
Jujutsu Kaisen,"Animation, Action, Adventure, Fantasy, Thriller","Action Anime,Anime Series,Sci-Fi & Fantasy Anime,Anime Based on Comics","Junya Enoki, Yuma Uchida, Yûichi Nakamura, Asami Seto",8.7,Series
Bad Boy Billionaires: India,"Documentary, Biography, Crime","Social & Cultural Docs,Docuseries,British TV Shows",,8.0,Series
Spotlight,"Biography, Crime, Drama","TV Comedies,Kids&#39; TV","Liev Schreiber, Rachel McAdams, Mark Ruffalo, Michael Keaton",8.1,Series
Song Exploder,"Documentary, Music","Music,Rap & Hip-Hop,Docuseries,Music & Concert Documentaries,Music & Musicals,US TV Shows,Music and Concert Films",Hrishikesh Hirway,7.5,Series
Emily in Paris,"Comedy, Drama, Romance","Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas,US TV Shows","Ashley Park, Philippine Leroy-Beaulieu, Lucas Bravo, Lily Collins",7.1,Series
Ricky Zoom,"Animation, Family","TV Cartoons,Kids&#39; TV,British TV Shows","Keith Wickham, Max Fincham, Simon Lipkin, Finty Williams",6.6,Series
Banana,"Animation, Short, Comedy, Family, Sci-Fi","Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas,British Programmes",Pierre Coffin,7.5,Series
Aliens,"Action, Adventure, Sci-Fi, Thriller","Alien Sci-Fi,Comedy Programmes,British Programmes,TV Thrillers,Sci-Fi TV","Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser",8.3,Series
White Teeth,"Drama, Comedy","British Dramas,Dramas,Films Based on Books,British Films,Drama Programmes,British Programmes,TV Programmes Based on Books","Phil Davis, Naomie Harris, Om Puri, Archie Panjabi",7.4,Series
Familiar Wife,"Fantasy, Romance","TV Dramas,Romantic TV Dramas,Korean TV Shows,Fantasy TV Shows,K-dramas","Seong Ji, Seung-jo Jang, Kang Han-na, Han Ji-min",7.5,Series
Code Lyoko,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi, Thriller","TV Cartoons,Kids&#39; TV,Animation",Sharon Mann,7.3,Series
"Whose Vote Counts, Explained",Documentary,"Social & Cultural Docs,Political Documentaries,Docuseries,Political TV Shows,US TV Shows","Carol Berkin, Alexandria Ocasio-Cortez, John Kasich, Carol Anderson",7.3,Series
Cypher,"Mystery, Sci-Fi, Thriller","Action & Adventure Programmes,Drama Programmes,Crime TV Dramas,US TV Programmes,TV Thrillers","Timothy Webber, Nigel Bennett, Lucy Liu, Jeremy Northam",6.8,Series
Ratched,"Crime, Drama, Mystery, Thriller","TV Dramas,US TV Shows,TV Horror,TV Thrillers,TV Shows Based on Books,LGBTQ TV Programmes,TV Mysteries","Finn Wittrock, Sarah Paulson, Judy Davis, Cynthia Nixon",7.3,Series
The Last Word,"Comedy, Drama","TV Comedies,TV Dramas,German TV Shows","Amanda Seyfried, Thomas Sadoski, Shirley MacLaine, AnnJewel Lee Dixon",6.6,Series
Jurassic World Camp Cretaceous,"Animation, Action, Adventure, Sci-Fi","TV Action & Adventure,TV Cartoons,Kids&#39; TV,TV Shows Based on Books,Family Watch Together TV","Jenna Ortega, Paul-Mikél Williams, Kausar Mohammed, Ryan Potter",7.4,Series
Dragons Dogma,"Action, Crime, Drama, Thriller","Action Anime,Anime Series,Fantasy Anime,Japanese TV Shows,Anime based on a Video Game,Sci-Fi & Fantasy Anime","Wei Zheng, Tang Wei, Donnie Yen, Jia-Min Li",7.1,Series
The American Barbecue Showdown,Reality-TV,"Reality TV,Competition Reality TV,US TV Shows,Food & Travel TV,International Reality, Talk & Variety Shows,Variety Entertainment,Reality, Variety & Talk Shows","Melissa Cookston, Rutledge Wood, Lyric Lewis, Kevin Bludso",7.2,Series
Gogglebox,Reality-TV,Reality TV,"Ralf Woerdenweber, Alex Michael, Josh Tapper, Andy Michael",7.4,Series
Close Enough,"Animation, Comedy, Drama, Fantasy, Sci-Fi","TV Comedies,Adult Animation,US TV Shows","Gabrielle Walsh, Jason Mantzoukas, Kimiko Glenn, J.G. Quintel",7.7,Series
My Absolute Boyfriend,"Comedy, Fantasy, Romance","TV Comedies,Romantic TV Comedies,K-dramas,TV Shows Based on Manga,Sci-Fi TV","Jong-Hyun Hong, Min-ah Bang, Yeo Jin-gu",6.8,Series
The Good Detective,"Action, Drama, Mystery, Thriller","TV Dramas,Crime TV Dramas,TV Thrillers,K-dramas,Korean TV Shows","Seung-Hyeon Ji, Son Hyeon-ju, Elliya Lee, Seung-jo Jang",7.4,Series
The Barrier,"Drama, Sci-Fi","TV Dramas,TV Thrillers,Spanish TV Shows,Futuristic Sci-Fi,Sci-Fi TV,TV Mysteries","Eleonora Wexler, Unax Ugalde, Olivia Molina, Abel Folk",6.8,Series
The Duchess,"Biography, Drama, History, Romance","TV Comedies,TV Dramas,British TV Shows","Dominic Cooper, Charlotte Rampling, Ralph Fiennes, Keira Knightley",6.9,Series
Julie and the Phantoms,"Comedy, Family, Fantasy, Musical","TV Comedies,Kids&#39; TV,Kids Music,Music & Musicals,Family Watch Together TV","Madison Reyes, Owen Joyner, Charlie Gillespie, Jeremy Shada",8.4,Series
Strangled,"Crime, Drama, Horror, Mystery, Thriller","TV Mysteries,TV Dramas,Crime TV Dramas,TV Thrillers","Péter Bárnai, Zsolt Anger, Károly Hajduk, Gábor Jászberényi",7.0,Series
Dead End,"Adventure, Horror, Mystery, Thriller","TV Dramas,Crime TV Dramas,German TV Shows","Lin Shaye, Ray Wise, Alexandra Holden, Mick Cain",6.6,Series
Record of Youth,"Drama, Romance","TV Dramas,Romantic TV Dramas,Korean TV Shows,K-dramas","Park So-dam, Woo-Seok Byeon, Park Bo-Gum, Shin Dong-mi",7.3,Series
"Sister, Sister","Comedy, Drama, Family","Sitcoms,TV Comedies,Teen TV Shows,Family Watch Together TV,US TV Programmes","Tia Mowry-Hardrict, Tamera Mowry-Housley, Jackée Harry, Tim Reid",6.2,Series
Kiko,"Animation, Adventure, Comedy","Animal Tales,TV Cartoons,Kids&#39; TV,TV Shows Based on Comics","Sheylla Gonçalves, Sani Oktania, Jo Pratta, Victor Soares",8.1,Series
Moscow Noir,"Drama, Thriller","TV Dramas,Swedish TV Shows,Scandinavian TV Shows,TV Shows Based on Books","Linda Zilliacus, Georg Nikoloff, Karolina Gruszka, Adam Pålsson",6.8,Series
The Lawyer,"Crime, Drama, Mystery, Thriller","TV Mysteries,Swedish TV Shows,Scandinavian TV Shows,TV Thrillers","Alexander Karim, Malin Buska, Thomas Bo Larsen, Nicolaj Kopernikus",7.0,Series
Alex,"Action, Crime, Thriller","TV Action & Adventure,Swedish TV Shows,Scandinavian TV Shows,TV Thrillers","Dragomir Mrsic, Maximilian Alonso Mrsic, Rakel Wärmländer, Anja Lundqvist",6.8,Series
Saki,Animation,"TV Dramas,Teen TV Dramas,TV Dramas Based on Comics,Japanese Youth TV Dramas,Japanese TV Series","Ami Koshimizu, Kana Ueda, Shizuka Itô, Rie Kugimiya",7.1,Series
Outbreak,"Action, Drama, Thriller","TV Dramas,Canadian TV Shows,TV Thrillers,Social Issue TV Dramas","Dustin Hoffman, Morgan Freeman, Rene Russo, Kevin Spacey",6.6,Series
Together with Me,"Comedy, Drama, Family, Romance","TV Dramas,Romantic TV Dramas,TV Shows Based on Books,Thai TV Shows","Pimnitchakun Bumrungkit, Tul Pakorn Thanasrivanitchai, Max Nattapol Diloknawarit",8.0,Series
Social Syndrome,Drama,"TV Dramas,TV Thrillers,Thai TV Shows","Rapatrud Jiravechsoontorkul, Paopetch Charoensook, Apasiri Nitibhon, Thiti Mahayotaruk",7.8,Series
The Collector,"Action, Crime, Horror, Thriller","TV Horror,TV Thrillers,Thai TV Shows","Diane Ayala Goldner, Josh Stewart, Juan Fernández, William Prael",6.4,Series
Great Men Academy,"Comedy, Fantasy, Romance","TV Comedies,Romantic TV Comedies,Teen TV Shows,Fantasy TV Shows,Thai TV Shows","Jackrin Kungwankiatichai, Teeradon Supapunpinyo, Kritsanapoom Pibulsonggram, Paris Intarakomalyasut",8.2,Series
Away,"Drama, Romance, Sci-Fi","TV Dramas,Romantic TV Dramas,US TV Shows,Futuristic Sci-Fi,TV Shows Based on Books,Sci-Fi TV","Hilary Swank, Josh Charles, Mark Ivanir, Vivian Wu",6.6,Series
Staged,"Comedy, Drama","Mockumentaries,Sitcoms,Comedy Programmes,British Programmes","David Tennant, Anna Lundberg, Michael Sheen, Georgia Tennant",8.7,Series
Young Wallander,"Crime, Drama, Mystery, Thriller","Mystery Programmes,Drama Programmes,Crime TV Dramas,Swedish TV Programmes,Scandinavian TV,TV Thrillers,TV Programmes Based on Books,Nordic TV Shows","Richard Dillane, Leanne Best, Adam Pålsson, Ellise Chappell",6.8,Series
The Platform,"Horror, Sci-Fi, Thriller","TV Dramas,Middle Eastern TV Shows,Social Issue TV Dramas,TV Mysteries","Antonia San Juan, Ivan Massagué, Emilio Buale, Zorion Eguileor",7.0,Series
Chefs Table: BBQ,"Adventure, Comedy, Drama","Social & Cultural Docs,Reality TV,Docuseries,US TV Shows,Food & Travel TV,Lifestyle,Food & Wine,Reality, Variety & Talk Shows,Variety Entertainment,International Reality, Talk & Variety Shows","Emjay Anthony, Jon Favreau, Bobby Cannavale, John Leguizamo",7.3,Series
Masaba Masaba,"Comedy, Drama","TV Comedies,TV Dramas,Indian TV Shows,Hindi-Language TV Shows","Masaba Gupta, Rytasha Rathore, Neil Bhoopalam, Neena Gupta",6.7,Series
Cobra Kai,"Action, Comedy, Drama, Sport","TV Action & Adventure,TV Dramas,US TV Shows","Courtney Henggeler, William Zabka, Ralph Macchio, Xolo Maridueña",8.6,Series
After the Rain,Drama,"Anime Series,Teen Romance,Romance Anime,Sports Anime,School Anime,Anime Based on Comics","Yoshiko Miyazaki, Akira Terao, Fumi Dan, Shirô Mifune",7.7,Series
Emilys Wonder Lab,"Short, Drama","Kids&#39; TV,Family Watch Together TV,Education for Kids","Vic Waghorn, Christopher Eccleston, Felicity Jones",6.7,Series
Biohackers,"Drama, Sci-Fi, Thriller","TV Dramas,German TV Shows,TV Thrillers,Sci-Fi TV","Luna Wedler, Thomas Prenn, Jessica Schwarz, Adrian Julius Tillmann",6.7,Series
High Score,"Documentary, History","Science & Nature Docs,Docuseries,Science & Nature TV,US TV Shows",Charles Martinet,7.4,Series
Bread Barbershop,Animation,"Comedy Programmes,TV Cartoons,Kids&#39; TV,Korean Programmes,Animation","Courtney Shaw, Marc Thompson, Barrett Leddy, Elinor Vanderburg",8.5,Series
Ackley Bridge,"Drama, Romance","Comedy Programmes,Drama Programmes,British Programmes,Teen Programmes,Social Issue TV Dramas","Sunetra Sarker, Lorraine Cheshire, Jo Joyner, Amy-Leigh Hickman",7.2,Series
Teenage Bounty Hunters,"Comedy, Crime, Drama","Drama Programmes,Crime TV Dramas,Teen Programmes,US TV Programmes,Comedy Programmes,Teen TV Dramas,LGBTQ TV Shows","Anjelica Bette Fellini, Virginia Williams, Kadeem Hardison, Maddie Phillips",7.7,Series
The Great Heist,"Crime, Drama, Thriller","Latin American TV Programmes,TV Thrillers","Waldo Urrego, Marcela Benjumea, Andrés Parra, Christian Tappan",7.3,Series
Supermarket Sweep,"Family, Game-Show","Reality TV,Competition Reality TV","David Ruprecht, Randy West, Johnny Gilbert",7.5,Series
Takki,Drama,"Drama Programmes,Middle Eastern TV Programmes,Social Issue TV Dramas",Mohammed Balkhi,7.3,Series
Tada Never Falls In Love,"Animation, Comedy, Romance","Anime Series,Comedy Anime,Slice of Life Anime,Romance Anime,Romantic Comedy Anime","Yûichi Nakamura, Manaka Iwami, Josh Grelle, Mamoru Miyano",7.1,Series
The Governor,"Crime, Drama","TV Dramas,Political TV Shows,Social Issue TV Dramas","Janet McTeer, Ron Donachie, David J. Nicholls, Derek Martin",7.5,Series
Worlds Most Wanted,"Action, Adventure, Horror, Sci-Fi","Docuseries,French TV Programmes,True Crime Documentaries,Crime Documentaries,French Documentaries","Mireille Enos, Brad Pitt, Daniella Kertesz, James Badge Dale",7.0,Series
Mystery Lab,"Documentary, Animation, Comedy, Family, Mystery","Science & Nature Documentaries,Social & Cultural Documentaries,Docuseries,Science & Nature TV,Latin American TV Programmes,Brazilian TV Programmes,Brazilian Documentaries","Bruno Miranda, Lilian Regina, Guilherme Briggs, Felipe Castanhari",7.6,Series
Immigration Nation,Documentary,"Social & Cultural Docs,Docuseries,US TV Shows",,7.5,Series
Skam France,"Drama, Romance","TV Dramas,Teen TV Shows,French TV Shows","Lula Cotton-Frapier, Coline Preher, Philippine Stindel, Axel Auriant",8.3,Series
Legend of Yun Xi,"Fantasy, Romance","TV Dramas,Period Pieces,Romantic TV Dramas,TV Shows Based on Books,Mainland Chinese TV Shows",Kei Gambit,8.2,Series
